756.0 11.8125 5.0625
763.2 11.53125 5.90625
770.4 10.96875 6.75
777.6 10.96875 8.4375
784.8 10.40625 9.0
792.0 9.84375 9.5625
799.2 9.0 10.125
806.4 8.15625 10.6875
813.6 7.59375 10.96875
820.8 6.46875 11.53125
828.0 5.90625 11.53125
835.2 4.78125 12.375
842.4 3.9375 12.375
849.6 2.8125 12.9375
856.8 1.96875 12.9375
864.0 1.40625 12.9375
871.2 0.5625 12.9375
878.4 0.5625 -12.9375
885.6 1.40625 -12.9375
892.8 2.53125 -12.65625
900.0 3.375 -12.65625
907.2 4.21875 -12.09375
914.4 5.0625 -11.8125
921.6 5.90625 -11.53125
928.8 6.75 -10.96875
936.0 7.3125 -10.6875
943.2 8.15625 -10.125
950.4 8.71875 -9.5625
957.6 9.5625 -8.71875
964.8 10.125 -7.875
972.0 10.96875 -7.59375
979.2 11.25 -6.1875
986.4 11.8125 -5.625
993.6 12.09375 -4.78125
1000.8 12.375 -3.9375
1008.0 12.65625 -2.8125
1015.2 12.9375 -1.96875
1022.4 12.9375 -1.125
1029.6 12.9375 -0.28125
1036.8 12.9375 0.5625
1044.0 12.9375 1.6875
1051.2 12.9375 2.53125
1058.4 12.65625 3.375
1065.6 12.375 4.21875
1072.8 11.53125 5.90625
1080.0 11.25 6.75
1087.2 10.6875 7.3125
1094.4 10.40625 8.15625
1101.6 9.84375 8.71875
1108.8 9.0 9.28125
1116.0 8.15625 9.84375
1123.2 7.59375 10.40625
1130.4 7.03125 10.6875
1137.6 6.46875 11.25
1144.8 5.625 11.53125
1152.0 4.78125 12.375
1159.2 3.9375 12.375
1166.4 3.09375 12.65625
1173.6 2.25 12.65625
1180.8 1.125 12.65625
1188.0 0.28125 12.65625
1195.2 0.84375 -12.65625
1202.4 1.6875 -12.375
1209.6 2.53125 -12.09375
1216.8 3.65625 -12.09375
1224.0 4.78125 -11.8125
1231.2 5.625 -11.53125
1238.4 6.46875 -11.25
1245.6 7.03125 -10.40625
1252.8 7.59375 -9.84375
1260.0 8.4375 -9.28125
1267.2 9.0 -8.71875
1274.4 9.84375 -8.15625
1281.6 10.40625 -7.3125
1288.8 10.96875 -6.46875
1296.0 11.25 -5.625
1303.2 11.53125 -4.78125
1310.4 11.8125 -3.9375
1317.6 12.09375 -3.09375
1324.8 12.09375 -1.96875
1332.0 12.375 -1.125
1339.2 12.375 -0.28125
1346.4 12.09375 0.84375
1353.6 12.09375 1.6875
1360.8 11.8125 2.53125
1368.0 11.8125 3.375
1375.2 11.53125 5.0625
1382.4 11.25 5.90625
1389.6 10.6875 6.75
1396.8 9.84375 7.3125
1404.0 9.28125 8.15625
1411.2 8.71875 8.71875
1418.4 7.875 9.28125
1425.6 7.03125 9.84375
1432.8 6.46875 10.40625
1440.0 5.625 10.96875
1447.2 4.78125 11.25
1454.4 3.65625 11.53125
1461.6 2.8125 11.8125
1468.8 1.96875 11.8125
1476.0 0.84375 11.8125
1483.2 0.0 -11.8125
1490.4 1.125 -11.8125
1497.6 1.96875 -11.8125
1504.8 2.8125 -11.53125
1512.0 3.9375 -10.96875
1519.2 4.78125 -10.6875
1526.4 5.90625 -10.125
1533.6 6.46875 -9.5625
1540.8 7.3125 -8.71875
1548.0 8.15625 -8.15625
1555.2 9.0 -7.3125
1562.4 9.5625 -6.46875
1569.6 10.125 -6.1875
1576.8 10.40625 -5.34375
1584.0 10.96875 -4.21875
1591.2 11.25 -3.09375
1598.4 11.25 -2.25
1605.6 11.53125 -1.125
1612.8 11.53125 -0.28125
1620.0 11.25 0.84375
1627.2 10.96875 1.6875
1634.4 10.6875 2.53125
1641.6 10.40625 3.65625
1648.8 10.125 4.5
1656.0 9.5625 5.34375
1663.2 9.0 6.1875
1670.4 8.15625 7.03125
1677.6 7.59375 7.59375
1684.8 6.75 8.4375
1692.0 5.90625 9.0
1699.2 4.78125 9.5625
1706.4 3.9375 9.84375
1713.6 2.8125 10.125
1720.8 1.6875 10.40625
1728.0 0.84375 10.40625
1735.2 0.28125 -10.125
1742.4 1.40625 -10.125
1749.6 2.25 -9.5625
1756.8 3.375 -9.28125
1764.0 4.21875 -8.71875
1771.2 5.0625 -8.15625
1778.4 5.90625 -7.3125
1785.6 6.46875 -6.46875
1792.8 7.3125 -5.625
1800.0 7.3125 -4.78125
1807.2 7.59375 -3.9375
1814.4 7.875 -2.8125
1821.6 7.875 -1.6875
1828.8 7.875 -0.5625
1836.0 7.59375 0.5625
1843.2 7.59375 1.40625
1850.4 6.75 2.53125
1857.6 6.1875 3.375
1864.8 5.625 4.21875
1872.0 4.78125 4.78125
1879.2 3.65625 5.34375
1929.6 2.53125 -2.53125
1936.8 2.8125 -1.6875
1944.0 2.8125 -1.125
1951.2 2.8125 -0.84375
1958.4 2.8125 -0.5625
1965.6 3.09375 0.0
1972.8 1.96875 1.125
1980.0 1.96875 1.6875
1987.2 1.125 2.25
1994.4 0.0 2.53125
2001.6 1.40625 -1.96875
2008.8 1.6875 -2.25
2016.0 2.8125 -1.6875
2023.2 3.09375 -1.40625
2030.4 3.9375 0.0
2037.6 3.9375 1.40625
2044.8 3.65625 2.53125
2052.0 3.09375 3.375
2059.2 2.53125 3.375
2066.4 1.96875 3.9375
2073.6 1.125 4.5
2080.8 0.28125 4.78125
2088.0 0.5625 -5.0625
2095.2 1.40625 -4.78125
2102.4 2.25 -4.78125
2109.6 3.09375 -4.21875
2116.8 3.9375 -3.65625
2124.0 4.5 -3.09375
2131.2 5.0625 -2.53125
2138.4 5.90625 -1.6875
2145.6 6.1875 -0.84375
2152.8 6.46875 0.28125
2160.0 6.75 1.125
2167.2 6.46875 2.25
2174.4 6.1875 3.09375
2181.6 5.625 3.9375
2188.8 5.34375 4.5
2196.0 4.5 5.0625
2203.2 3.9375 5.625
2210.4 3.09375 5.90625
2217.6 2.25 6.1875
2224.8 1.40625 6.46875
2232.0 0.28125 6.75
2239.2 0.5625 -6.75
2246.4 1.40625 -6.46875
2253.6 1.96875 -6.1875
2260.8 3.09375 -5.625
2268.0 3.9375 -5.0625
2275.2 4.5 -4.21875
2282.4 4.78125 -3.375
2289.6 5.0625 -2.25
2296.8 5.34375 -1.125
2304.0 5.34375 -0.28125
2311.2 5.0625 0.5625
2318.4 5.0625 1.6875
2325.6 4.5 2.53125
2332.8 3.375 3.375
2340.0 2.53125 3.9375
2347.2 1.40625 4.21875
2354.4 0.5625 4.5
2361.6 0.0 3.65625
2368.8 1.125 -4.5
2376.0 2.25 -3.9375
2383.2 2.8125 -3.09375
2390.4 3.375 -2.8125
2397.6 3.9375 -1.6875
2404.8 3.9375 -0.84375
2412.0 4.21875 0.28125
2419.2 3.65625 1.40625
2426.4 3.375 2.25
2433.6 2.25 3.09375
2440.8 1.40625 3.09375
2448.0 0.5625 3.9375
2455.2 0.28125 -3.9375
2462.4 1.6875 -3.09375
2469.6 2.53125 -3.09375
2476.8 3.65625 -1.96875
2484.0 4.21875 -1.40625
2491.2 4.5 -0.28125
2498.4 4.78125 0.28125
2505.6 4.78125 1.6875
2512.8 4.5 2.8125
2520.0 4.21875 2.8125
2527.2 3.65625 3.9375
2534.4 3.09375 4.5
2541.6 2.25 5.0625
2548.8 1.125 5.34375
2556.0 0.28125 5.625
2563.2 0.84375 -5.625
2570.4 1.6875 -5.34375
2577.6 2.53125 -5.0625
2584.8 3.09375 -4.5
2592.0 3.65625 -3.9375
2599.2 4.5 -3.09375
2606.4 5.0625 -2.25
2613.6 5.34375 -1.40625
2620.8 5.34375 -0.5625
2628.0 5.34375 0.28125
2635.2 5.34375 1.40625
2642.4 4.78125 2.25
2649.6 4.21875 3.09375
2656.8 3.375 3.9375
2664.0 2.8125 4.21875
2671.2 1.96875 4.78125
2678.4 1.40625 4.78125
2685.6 0.28125 5.0625
2692.8 0.28125 -5.0625
2700.0 1.40625 -4.78125
2707.2 2.25 -4.21875
2714.4 2.8125 -3.65625
2721.6 3.65625 -2.8125
2728.8 4.21875 -1.96875
2736.0 4.21875 -1.125
2743.2 4.5 0.0
2750.4 4.21875 0.84375
2757.6 4.5 1.40625
2764.8 3.9375 2.25
2772.0 3.375 3.09375
2779.2 2.8125 3.65625
2786.4 1.96875 4.21875
2793.6 1.125 4.5
2800.8 0.28125 4.78125
2808.0 0.5625 -4.78125
2815.2 1.6875 -4.5
2822.4 2.53125 -3.9375
2829.6 3.375 -3.375
2836.8 4.21875 -2.53125
2844.0 4.5 -1.96875
2851.2 4.78125 -1.125
2858.4 4.78125 0.0
2865.6 4.78125 0.84375
2872.8 4.5 1.6875
2880.0 4.21875 2.25
2887.2 3.375 3.09375
2894.4 2.8125 3.65625
2901.6 1.96875 4.21875
2908.8 0.84375 4.5
2916.0 0.0 -4.5
2923.2 0.5625 -4.21875
2930.4 1.40625 -4.21875
2937.6 2.25 -3.65625
2944.8 2.8125 -3.375
2952.0 3.375 -2.53125
2959.2 3.9375 -1.6875
2966.4 4.21875 -0.84375
2973.6 4.21875 0.28125
2980.8 3.9375 1.40625
2988.0 3.65625 2.25
2995.2 3.09375 2.8125
3002.4 2.53125 3.65625
3009.6 1.96875 3.9375
3016.8 1.125 4.21875
3024.0 0.28125 4.21875
3031.2 0.84375 -3.9375
3038.4 1.6875 -3.9375
3045.6 2.25 -3.65625
3052.8 3.09375 -2.8125
3060.0 3.65625 -2.25
3067.2 4.21875 -1.40625
3074.4 4.5 -0.5625
3081.6 4.5 0.5625
3088.8 4.21875 1.40625
3096.0 3.9375 2.25
3103.2 3.375 3.09375
3110.4 2.8125 3.375
3117.6 1.96875 3.9375
3124.8 1.125 4.5
3132.0 0.28125 4.5
3139.2 0.28125 -4.5
3146.4 1.40625 -4.5
3153.6 2.53125 -3.9375
3160.8 3.09375 -3.375
3168.0 3.65625 -2.8125
3175.2 3.65625 -2.53125
3182.4 4.21875 -1.6875
3189.6 4.5 -0.5625
3196.8 4.21875 0.5625
3204.0 4.21875 1.125
3211.2 3.65625 2.25
3218.4 3.09375 3.09375
3225.6 2.25 3.65625
3232.8 1.6875 4.21875
3240.0 0.84375 4.5
3247.2 0.0 -4.5
3254.4 0.5625 -4.78125
3261.6 1.6875 -4.5
3268.8 2.53125 -3.9375
3276.0 3.375 -3.09375
3283.2 3.9375 -2.25
3290.4 4.5 -1.40625
3297.6 4.5 0.0
3304.8 4.5 0.84375
3312.0 4.21875 1.6875
3319.2 3.65625 2.25
3326.4 3.09375 2.8125
3333.6 2.25 3.375
3340.8 1.125 3.9375
3348.0 0.5625 3.9375
3355.2 0.84375 -3.9375
3362.4 1.40625 -3.9375
3369.6 1.96875 -3.375
3376.8 2.8125 -3.09375
3384.0 3.375 -2.53125
3391.2 3.65625 -1.6875
3398.4 3.9375 -0.84375
3405.6 3.9375 0.28125
3412.8 3.9375 1.125
3420.0 3.65625 1.96875
3427.2 3.09375 2.8125
3434.4 2.8125 3.09375
3441.6 2.25 3.65625
3448.8 1.40625 3.9375
3456.0 0.5625 4.21875
3463.2 0.5625 -4.21875
3470.4 1.125 -4.21875
3477.6 2.25 -3.65625
3484.8 2.8125 -3.375
3492.0 3.375 -2.53125
3499.2 3.65625 -1.96875
3506.4 4.21875 -1.125
3513.6 4.21875 -0.28125
3520.8 4.21875 0.5625
3528.0 3.9375 1.40625
3535.2 3.65625 1.96875
3542.4 3.09375 2.8125
3549.6 2.25 3.65625
3556.8 1.40625 3.9375
3564.0 0.5625 4.21875
3571.2 0.28125 -4.21875
3578.4 1.125 -3.9375
3585.6 1.96875 -3.65625
3592.8 2.8125 -3.09375
3600.0 3.375 -2.25
3600.0 3.375 -2.25
3607.2 3.65625 -1.6875
3614.4 3.9375 -0.84375
3621.6 3.9375 -0.28125
3628.8 3.9375 0.84375
3636.0 3.9375 1.6875
3643.2 3.375 2.25
3650.4 2.8125 3.09375
3657.6 1.96875 3.65625
3664.8 1.40625 4.21875
3672.0 0.28125 4.21875
3679.2 0.84375 -4.21875
3686.4 1.6875 -3.9375
3693.6 2.53125 -3.65625
3700.8 3.09375 -3.09375
3708.0 3.65625 -2.25
3715.2 3.65625 -1.40625
3722.4 3.9375 -0.84375
3729.6 3.9375 0.28125
3736.8 3.65625 1.125
3744.0 3.09375 2.25
3751.2 2.8125 2.8125
3758.4 2.25 3.375
3765.6 1.96875 3.65625
3772.8 1.125 3.9375
3780.0 0.28125 3.9375
3787.2 0.28125 -4.21875
3794.4 1.40625 -3.65625
3801.6 2.25 -3.09375
3808.8 2.8125 -2.53125
3816.0 3.375 -1.6875
3823.2 3.65625 -0.84375
3830.4 3.9375 0.0
3837.6 3.9375 0.5625
3844.8 3.65625 1.40625
3852.0 3.09375 1.96875
3859.2 2.53125 2.53125
3866.4 1.96875 3.09375
3873.6 1.40625 3.375
3880.8 0.28125 3.65625
3888.0 0.5625 -3.65625
3895.2 1.40625 -3.375
3902.4 2.25 -3.375
3909.6 2.8125 -2.8125
3916.8 3.375 -1.96875
3924.0 3.9375 -1.40625
3931.2 3.9375 -0.28125
3938.4 3.9375 0.28125
3945.6 3.65625 1.40625
3952.8 3.09375 2.25
3960.0 2.53125 2.8125
3967.2 1.96875 3.375
3974.4 1.40625 3.65625
3981.6 0.5625 3.9375
3988.8 0.28125 -3.9375
3996.0 1.125 -3.65625
4003.2 1.96875 -3.65625
4010.4 2.53125 -3.09375
4017.6 3.375 -2.8125
4024.8 3.9375 -1.96875
4032.0 4.21875 -1.125
4039.2 4.21875 0.0
4046.4 4.21875 0.84375
4053.6 3.9375 1.6875
4060.8 3.375 2.53125
4068.0 2.8125 3.09375
4075.2 1.96875 3.65625
4082.4 1.125 3.65625
4089.6 0.5625 3.9375
4096.8 0.28125 -3.9375
4104.0 1.40625 -3.65625
4111.2 1.96875 -3.09375
4118.4 2.53125 -2.53125
4125.6 3.375 -1.96875
4132.8 3.65625 -0.84375
4140.0 3.65625 0.0
4147.2 3.65625 0.5625
4154.4 3.375 1.125
4161.6 3.09375 1.96875
4168.8 2.53125 2.8125
4176.0 1.6875 3.375
4183.2 0.84375 3.375
4190.4 0.0 -3.65625
4197.6 0.84375 -3.65625
4204.8 1.6875 -3.375
4212.0 2.25 -3.09375
4219.2 2.8125 -2.25
4226.4 3.375 -1.6875
4233.6 3.375 -1.125
4240.8 3.65625 0.0
4248.0 3.375 0.84375
4255.2 3.375 1.6875
4262.4 2.8125 2.53125
